manufacturer,model_name,category,screen_size_inches,screen,cpu,cpu_manufacturer,cpu_speed,ram_gb,storage_1_type,storage_1_capacity_gb,storage_2_type,storage_2_capacity_gb,gpu,gpu_manufacturer,os,os_version,weight_kg,screen_resolution,price_euros
Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.36,1920x1080,1760.0
Acer,Aspire F5-573G-510L,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,12.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 950M,,Windows,10,2.4,1920x1080,1009.0
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.1,1920x1080,1790.0
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce 930MX,,Windows,10,2.04,1366x768,846.5
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0,Intel,,4.0,HDD,1000.0,,,AMD Radeon R5 M430,,Linux,,2.25,1366x768,465.62
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,1.9,1366x768,825.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,2.04,1920x1080,685.0
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,32.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,4.42,1920x1080,3149.0
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,6.0,SSD,256.0,,,Nvidia GeForce 920MX,,Windows,10,2.4,1920x1080,695.0
Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 615,,Windows,10,1.22,3200x1800,1899.0
Dell,Latitude E7470,Ultrabook,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.5,2560x1440,1962.98
Dell,Alienware 17,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,32.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,4.42,1920x1080,2800.0
Toshiba,Tecra A40-C-1DF,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.95,1920x1080,1180.0
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.73,1920x1080,2049.9
HP,Probook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce 930MX,,Windows,10,2.04,1920x1080,979.0
Lenovo,ThinkPad T460,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,Hybrid,508.0,,,Intel HD Graphics 520,,Windows,7,1.7,1366x768,1002.0
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7,Intel,,16.0,SSD ,512.0,HDD,2000.0,Nvidia GeForce GTX 950M,,Windows,10,2.3,3840x2160,1799.0
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i7 7500U 2.7,Intel,,6.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.04,1366x768,579.0
Asus,Rog GL753VE-DS74,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1050 Ti,,Windows,10,2.99,1920x1080,1749.0
Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,12.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,2.19,1920x1080,1299.0
Toshiba,Portege Z30-C-1CV,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,7,1.2,1920x1080,1195.0
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6,AMD,,6.0,SSD,256.0,,,AMD Radeon 530,,Windows,10,2.2,1920x1080,549.0
Fujitsu,LifeBook A556,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,2.3,1366x768,649.0
Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,1.75,1366x768,915.0
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,AMD Radeon R5 M430,,Windows,10,2.25,1366x768,599.0
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.04,1920x1080,806.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.5,1920x1080,1189.0
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,1000.0,,,AMD Radeon R7 M445,,Windows,10,2.36,1366x768,749.0
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 620 ,,Windows,10,1.6,1920x1080,1119.0
HP,EliteBook Folio,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 515,,Windows,10,0.97,1920x1080,1908.0
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2,Intel,,4.0,SSD ,128.0,HDD,1000.0,AMD Radeon 520,,Windows,10,2.1,1920x1080,499.0
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 500,,No OS,Version Unknown,1.9,1366x768,270.62
Lenovo,ThinkPad T560,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,2.3,1920x1080,1349.0
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.68,1920x1080,889.0
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.4,3200x1800,1150.0
HP,Spectre 13-V111dx,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.11,1920x1080,1349.0
Acer,Aspire ES1-533,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 505,,Windows,10,2.4,1366x768,380.0
Asus,Rog GL553VE-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1050 Ti,,Windows,10,2.5,1920x1080,1799.0
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.48,1920x1080,2089.0
Acer,Nitro 5,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.7,1920x1080,1260.0
HP,ENVY -,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.34,1920x1080,1189.0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,2.18,1366x768,547.0
HP,Probook 440,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,1.64,1366x768,779.0
Toshiba,Portege Z30-C-16H,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,1.2,1920x1080,1195.0
HP,EliteBook 840,Notebook,14.0,1366x768,Intel Core i5 6300U 2.4,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.48,1366x768,1099.99
HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.95,1920x1080,1205.0
HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.43,1920x1080,1449.0
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 930MX,,Windows,10,1.64,1920x1080,1049.26
HP,Probook 440,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,1.64,1366x768,684.0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,Hybrid,1000.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.65,1920x1080,949.0
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,1.26,1920x1080,1539.0
HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.48,1920x1080,1590.0
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.54,1920x1080,1887.21
HP,Probook 430,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,1.49,1366x768,800.0
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.5,1366x768,1210.0
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.04,1366x768,769.99
Lenovo,ThinkPad P70,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7,Intel,,16.0,SSD,512.0,,,Nvidia Quadro 3000M,,Windows,7,2.4,3840x2160,2968.0
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.47,1920x1080,1490.0
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.43,1920x1080,2229.0
Dell,Inspiron 5568,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 520,,Windows,10,2.08,1920x1080,795.99
Toshiba,Portйgй Z30-C-16K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.2,1920x1080,1590.0
HP,Spectre 13-V100nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.11,1920x1080,1149.0
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 930MX,,Windows,10,1.64,1920x1080,1185.43
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4,Intel,,8.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.09,1920x1080,1046.44
HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.26,1366x768,1559.0
HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,2.31,1366x768,1189.0
HP,ProBook 640,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,1.95,1366x768,1060.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.29,3200x1800,1624.0
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce 930MX,,Windows,10,2.63,1920x1080,1080.0
HP,ProBook 440,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.64,1366x768,973.0
Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3,AMD,,6.0,HDD,1000.0,,,AMD Radeon R5,,Windows,10,2.1,1366x768,409.0
MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.7,1920x1080,1191.8
HP,Probook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.95,1920x1080,1195.0
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.84,1920x1080,1228.99
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.26,1920x1080,1349.0
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,2.04,1366x768,742.0
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.47,1920x1080,1725.0
Dell,Latitude E5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,2.09,1920x1080,1062.95
HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.64,1920x1080,1010.51
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.8,1920x1080,847.0
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,1366x768,Intel Atom X5-Z8350 1.44,Intel,,2.0,Flash Storage,32.0,,,Intel HD Graphics 400,,Windows,10,1.45,1366x768,210.8
Toshiba,Tecra A50-C-218,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,16.0,SSD,256.0,,,Nvidia GeForce 930M,,Windows,10,2.4,1920x1080,1425.0
Lenovo,Thinkpad L560,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,2.3,1920x1080,1049.6
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,1.54,1920x1080,1000.0
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4,Intel,,8.0,SSD ,256.0,HDD,500.0,Intel HD Graphics 520,,Windows,10,1.84,1920x1080,2103.34
HP,EliteBook 1040,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.43,1920x1080,1469.0
MSI,GT72S Dominator,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 980M,,Windows,10,3.78,1920x1080,1545.64
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 980M,,Windows,10,4.6,1920x1080,2289.99
Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6,Intel,,4.0,Flash Storage,16.0,,,Intel HD Graphics 400,,Chrome OS,,1.2,1366x768,287.9
Lenovo,ThinkPad X1,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6,Intel,,16.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.1,2560x1440,2620.0
HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce 940MX,,Windows,10,1.91,1920x1080,979.0
Dell,Inspiron 5578,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.3,1920x1080,1094.0
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.04,1366x768,979.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,1000.0,,,Intel HD Graphics 620,,Windows,10,1.2,3200x1800,2254.0
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.31,1366x768,705.15
HP,250 G5,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,No OS,Version Unknown,1.96,1366x768,499.0
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2,AMD,,8.0,HDD,1000.0,,,AMD Radeon R5,,Windows,10,2.4,1366x768,449.0
Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,12.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.6,1920x1080,1299.0
MSI,GT62VR 6RD,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.94,1920x1080,1819.0
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.04,1920x1080,1070.0
Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,HDD,1000.0,,,Nvidia GeForce GTX 965M,,No OS,Version Unknown,4.0,1920x1080,998.0
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics,,Windows,10,2.25,1920x1080,559.0
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,HDD,2000.0,,,AMD Radeon R7 M445,,Windows,10,2.32,1920x1080,989.99
MSI,GS63VR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,1.8,1920x1080,1929.0
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.29,1920x1080,1458.0
Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7,Intel,,64.0,SSD,1000.0,,,Nvidia GeForce GTX 980 ,,Windows,10,3.58,1920x1080,3975.0
Dell,Inspiron 5368,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.62,1920x1080,798.01
Dell,Alienware 15,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 970M,,Windows,10,3.21,3840x2160,1329.0
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1,Intel,,8.0,Flash Storage,256.0,,,Intel HD Graphics 515,,macOS,X,0.92,2304x1440,1300.0
Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.06,1366x768,481.98
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.31,1366x768,1199.0
HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,7,1.26,1920x1080,1199.0
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.49,1920x1080,1090.0
Lenovo,ThinkPad Yoga,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.3,1920x1080,1713.49
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5 6200U 2.3,Intel,,8.0,HDD,1000.0,,,AMD Radeon R5 M330,,Windows,10,3.0,1600x900,659.0
Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce GTX 950M,,Windows,10,2.3,1920x1080,977.0
MSI,GT72VR Dominator,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,3.78,1920x1080,2499.0
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.1,1366x768,540.0
HP,Probook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,7,2.31,1920x1080,940.0
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 515,,Windows,10,0.99,2560x1440,1399.0
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7,Intel,,32.0,SSD ,512.0,Hybrid,1000.0,Nvidia GeForce GTX 980M,,Windows,10,4.6,1920x1080,3240.0
Lenovo,Yoga Book,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44,Intel,,4.0,Flash Storage,64.0,,,Intel HD Graphics 400,,Windows,10,0.69,1920x1200,646.27
HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.3,3840x2160,2049.0
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.18,1920x1080,750.0
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,7,1.54,1920x1080,1030.99
HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,256.0,,,AMD FirePro W4190M,,Windows,7,1.9,1920x1080,1495.0
Lenovo,ThinkPad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,1.0,,,Intel HD Graphics 520,,Windows,7,1.7,1920x1080,1199.0
HP,Chromebook 13,Notebook,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5,Intel,,4.0,Flash Storage,32.0,,,Intel HD Graphics 515,,Chrome OS,,1.29,3200x1800,615.0
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD A8-Series 7410 2.2,AMD,,4.0,HDD,500.0,,,AMD Radeon R5,,Windows,10,2.4,1366x768,387.0
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6,Intel,,4.0,HDD,500.0,,,Intel HD Graphics,,Linux,,2.2,1366x768,393.49
